timestamp,date,hour,day_of_week,day_type,is_weekend,is_event_day,attendance,event_end_hour,temperature_c,electricity_kwh,hour_sin,hour_cos,attendance_scaled,kwh_lag1,kwh_lag2
2025-01-01 00:00:00,2025-01-01,0,2,Weekday Non-Event,0,1,343,20,22.43,119.59,0.0,1.0,0.06858628274345131,119.59,119.59
2025-01-01 01:00:00,2025-01-01,1,2,Weekday Non-Event,0,1,343,20,20.89,107.9,0.25881904510252074,0.9659258262890683,0.06858628274345131,119.59,119.59
2025-01-01 02:00:00,2025-01-01,2,2,Weekday Non-Event,0,1,343,20,20.86,102.13,0.49999999999999994,0.8660254037844387,0.06858628274345131,107.9,119.59
2025-01-01 03:00:00,2025-01-01,3,2,Weekday Non-Event,0,1,343,20,22.2,111.18,0.7071067811865475,0.7071067811865476,0.06858628274345131,102.13,107.9
2025-01-01 04:00:00,2025-01-01,4,2,Weekday Non-Event,0,1,343,20,19.41,115.32,0.8660254037844386,0.5000000000000001,0.06858628274345131,111.18,102.13
2025-01-01 05:00:00,2025-01-01,5,2,Weekday Non-Event,0,1,343,20,21.2,111.25,0.9659258262890683,0.25881904510252074,0.06858628274345131,115.32,111.18
2025-01-01 06:00:00,2025-01-01,6,2,Weekday Non-Event,0,1,343,20,22.22,110.37,1.0,6.123233995736766e-17,0.06858628274345131,111.25,115.32
2025-01-01 07:00:00,2025-01-01,7,2,Weekday Non-Event,0,1,343,20,22.65,107.4,0.9659258262890683,-0.25881904510252063,0.06858628274345131,110.37,111.25
2025-01-01 08:00:00,2025-01-01,8,2,Weekday Non-Event,0,1,343,20,26.19,123.72,0.8660254037844387,-0.49999999999999983,0.06858628274345131,107.4,110.37
2025-01-01 09:00:00,2025-01-01,9,2,Weekday Non-Event,0,1,343,20,29.45,118.23,0.7071067811865476,-0.7071067811865475,0.06858628274345131,123.72,107.4
2025-01-01 10:00:00,2025-01-01,10,2,Weekday Non-Event,0,1,343,20,29.66,119.94,0.49999999999999994,-0.8660254037844387,0.06858628274345131,118.23,123.72
2025-01-01 11:00:00,2025-01-01,11,2,Weekday Non-Event,0,1,343,20,31.48,128.06,0.258819045102521,-0.9659258262890682,0.06858628274345131,119.94,118.23
2025-01-01 12:00:00,2025-01-01,12,2,Weekday Non-Event,0,1,343,20,33.5,117.75,1.2246467991473532e-16,-1.0,0.06858628274345131,128.06,119.94
2025-01-01 13:00:00,2025-01-01,13,2,Weekday Non-Event,0,1,343,20,34.39,134.2,-0.2588190451025208,-0.9659258262890683,0.06858628274345131,117.75,128.06
2025-01-01 14:00:00,2025-01-01,14,2,Weekday Non-Event,0,1,343,20,32.92,129.62,-0.4999999999999998,-0.8660254037844388,0.06858628274345131,134.2,117.75
2025-01-01 15:00:00,2025-01-01,15,2,Weekday Non-Event,0,1,343,20,34.42,132.35,-0.7071067811865471,-0.7071067811865479,0.06858628274345131,129.62,134.2
2025-01-01 16:00:00,2025-01-01,16,2,Weekday Non-Event,0,1,343,20,32.31,128.74,-0.8660254037844384,-0.5000000000000004,0.06858628274345131,132.35,129.62
2025-01-01 17:00:00,2025-01-01,17,2,Weekday Non-Event,0,1,343,20,30.24,123.28,-0.9659258262890683,-0.25881904510252063,0.06858628274345131,128.74,132.35
2025-01-01 18:00:00,2025-01-01,18,2,Weekday Non-Event,0,1,343,20,29.29,117.92,-1.0,-1.8369701987210297e-16,0.06858628274345131,123.28,128.74
2025-01-01 19:00:00,2025-01-01,19,2,Weekday Non-Event,0,1,343,20,26.78,114.76,-0.9659258262890684,0.2588190451025203,0.06858628274345131,117.92,123.28
2025-01-01 20:00:00,2025-01-01,20,2,Weekday Non-Event,0,1,343,20,25.93,121.62,-0.8660254037844386,0.5000000000000001,0.06858628274345131,114.76,117.92
2025-01-01 21:00:00,2025-01-01,21,2,Weekday Non-Event,0,1,343,20,25.02,123.28,-0.7071067811865477,0.7071067811865474,0.06858628274345131,121.62,114.76
2025-01-01 22:00:00,2025-01-01,22,2,Weekday Non-Event,0,1,343,20,24.96,121.98,-0.5000000000000004,0.8660254037844384,0.06858628274345131,123.28,121.62
2025-01-01 23:00:00,2025-01-01,23,2,Weekday Non-Event,0,1,343,20,24.82,123.52,-0.25881904510252157,0.9659258262890681,0.06858628274345131,121.98,123.28
2025-01-02 00:00:00,2025-01-02,0,3,Weekday Non-Event,0,1,304,20,20.15,112.99,0.0,1.0,0.060787842431513694,123.52,121.98
2025-01-02 01:00:00,2025-01-02,1,3,Weekday Non-Event,0,1,304,20,21.68,116.29,0.25881904510252074,0.9659258262890683,0.060787842431513694,112.99,123.52
2025-01-02 02:00:00,2025-01-02,2,3,Weekday Non-Event,0,1,304,20,19.75,107.32,0.49999999999999994,0.8660254037844387,0.060787842431513694,116.29,112.99
2025-01-02 03:00:00,2025-01-02,3,3,Weekday Non-Event,0,1,304,20,21.77,108.23,0.7071067811865475,0.7071067811865476,0.060787842431513694,107.32,116.29
